,단지명
10730,만현마을1단지롯데캐슬
10731,만현마을2단지현대아이파크6
10732,만현마을3단지성원쌍떼빌
10733,만현마을5단지아이파크
10734,만현마을8단지두산위브
10735,만현마을9단지엘지자이
10736,만현마을쌍용1차
10737,만현마을쌍용3차
10738,삼성빌리지(101동)
10739,삼성빌리지(102동)
10740,상현마을금호베스트빌2단지
10741,상현마을금호베스트빌3단지
10742,상현마을금호베스트빌4단지
10743,상현마을성우5차
10744,상현마을수지센트럴아이파크
10745,상현마을현대성우1차
10746,상현마을현대성우2차
10747,상현마을현대성우3차
10748,서원마을3단지아이파크
10749,서원마을5단지금호베스트빌
10750,서원마을현대홈타운
10751,성복역리버파크
10752,성복역아이파크
10753,수지금호베스트빌TheEdu
10754,심곡마을광교힐스테이트
10755,심곡마을현대프레미오
10756,쌍용2-B
10757,쌍용2-C
10758,에스엠트윈빌(101동)
10759,에스엠트윈빌(102동)
10760,진산마을성원상떼빌아파트
10761,풍산
10762,현대파인빌리지(201동)
10763,현대파인빌리지(204동)
10764,LG빌리지3
10765,버들치마을경남아너스빌1차
10766,버들치마을경남아너스빌2차
10767,버들치마을성복자이1차
10768,버들치마을성복자이2차
10769,버들치마을성복힐스테이트1차
10770,버들치마을성복힐스테이트2차
10771,버들치마을성복힐스테이트3차
10772,벽산첼시빌2차
10773,성동마을강남
10774,성동마을수지자이
10775,성동마을엘지빌리지1차
10776,성동마을엘지빌리지2차
10777,성복센트럴자이
10778,성복아이파크
10779,엘지빌리지6
10780,푸른마을푸르지오
10781,동부센트레빌5단지
10782,동부센트레빌6단지
10783,서홍마을4
10784,서홍마을한화꿈에그린
10785,신봉동일하이빌 2단지
10786,신봉동일하이빌4단지
10787,신봉마을LG자이1차
10788,신봉마을동일하이빌3단지
10789,신봉마을엘지빌리지5차(A)
10790,신봉마을엘지빌리지5차(B)
10791,신봉마을용인신봉센트레빌1단지
10792,신봉마을자이2차
10793,신봉마을자이3차
10794,한일드림빌
10795,꽃메마을극동스타클래스
10796,꽃메마을금강
10797,꽃메마을아이파크
10798,꽃메마을한라신영
10799,꽃메마을한라프로방스
10800,꽃메마을현대홈타운(4차2단지)
10801,꽃메마을현대홈타운(4차3단지)
10802,꽃메마을현대홈타운(4차4단지)
10803,내대지마을건영캐스빌
10804,내대지마을광명샤인빌
10805,내대지마을우미이노스빌
10806,내대지마을정석베르데파크
10807,내대지마을죽전이편한세상
10808,내대지마을진흥더블파크
10809,내대지마을푸르지오
10810,내대지마을힐스테이트
10811,대지마을2차현대홈타운
10812,대지마을현대홈타운3차2단지
10813,더리버하임
10814,도담마을7단지뜨리에체
10815,도담마을롯데캐슬
10816,도담마을아이파크
10817,도담마을우미이노스빌
10818,도담마을죽전파크빌
10819,도담마을푸르지오
10820,도담마을한양수자인
10821,도담마을힐스테이트4차1단지
10822,동성1차
10823,롯데빌리지(102동)
10824,벽산첼시빌
10825,벽산타운1단지
10826,벽산타운2단지
10827,벽산타운3단지
10828,벽산타운3단지(301동)
10829,벽산타운4단지
10830,새터마을모아미래도
10831,새터마을우미이노스빌101동
10832,새터마을우미이노스빌201동
10833,새터마을죽전힐스테이트
10834,새터마을푸르지오
10835,성현마을광명샤인빌
10836,성현마을반도유보라
10837,성현마을우미이노스빌
10838,용인죽전동부센트레빌
10839,인현마을현대홈타운(7차1단지)
10840,인현마을현대홈타운(7차2단지)
10841,죽전GS자이101동
10842,죽전GS자이102동
10843,죽전GS자이103동
10844,죽전GS자이104동
10845,죽전GS자이105동
10846,죽전아이뷰
10847,죽전역월드메르디앙
10848,죽전퍼스트하임
10849,죽전휴먼빌
10850,진우8차엘리시온
10851,창죽마을월드메르디앙
10852,"한솔노블(101,102동)"
10853,한솔노블(103동)
10854,한솔노블(106동)
10855,한솔노블(109동)
10856,한솔노블(110동)
10857,한솔노블(111동)
10858,한솔노블(112동)
10859,한솔노블(115동)
10860,한솔노블(117동)
10861,현대홈타운 201동
10862,현대홈타운 202
10863,현대홈타운 204
10864,현대홈타운 206동
10865,현암마을대우넷씨빌
10866,현암마을동성2차
10867,현인마을이-편한세상2차
10868,현인마을이-편한세상3차
10869,보원
10870,수지삼성2차
10871,수지삼성4차
10872,수지에듀파크(SUJI-EDUPARK)
10873,수지진산마을푸르지오
10874,수지푸르지오월드마크
10875,신정6단지(상록)공무원
10876,신정7단지(상록)공무원
10877,신정마을극동
10878,신정마을성지
10879,신정마을우성
10880,신정마을임광
10881,신정마을주공1
10882,신정마을진흥
10883,신정마을현대프라임
10884,용인수지신정마을9단지
10885,원흥
10886,이스턴팰리스EasternPalace
10887,정자뜰마을태영데시앙1차
10888,정자뜰마을태영데시앙2차
10889,진산마을삼성5차
10890,진산마을삼성6차
10891,진산마을삼성7차
10892,풍림아파트
10893,현대성우8차
10894,금평마을영화
10895,보평마을삼정그린뷰
10896,성림아파트
10897,성림아파트-1
10898,예원마을코아루
10899,예진마을
10900,예진마을인정피렌체
10901,이삭
10902,인정빌리지1
10903,임원마을영화아이닉스
10904,김량장동어울림
10905,대연
10906,동산5차
10907,삼보라이프상가
10908,삼환나우빌
10909,유장(335-2)
10910,유장파크맨션
10911,유장파크맨션2동
10912,조양
10913,조양(338-0)
10914,"동남(A,B동)"
10915,목련
10916,용인두보
10917,푸른마을용인자이
10918,용인모현스위첸
10919,풍산마을햇빛
10920,신안인스빌1단지
10921,신안인스빌2단지
10922,태영(A동)
10923,늘푸른오스카빌1단지
10924,늘푸른오스카빌2단지
10925,늘푸른오스카빌3단지
10926,용인행정타운두산위브2단지
10927,양지꼬따쥬(A동)
10928,(747-9)
10929,양지마을신원아침도시
10930,도시공간
10931,동산6차
10932,동산7차
10933,에버랜드
10934,영동2차아파트
10935,유장(434-42)
10936,유장아름맨션
10937,"조양맨션(2,3동)"
10938,주공(472-0)
10939,청수라이프
10940,한우리1차
10941,한우리2차
10942,운학
10943,영구(101동)
10944,우림아파트
10945,인정프린스1
10946,인정프린스2
10947,인정프린스3
10948,성지아파트(A동)
10949,송전마을세광엔리치타워
10950,라이프타워
10951,샘골마을풍성신미주1단지
10952,샘골마을풍성신미주2단지
10953,이화
10954,장미맨션
10955,한천마을금광베네스타
10956,금전마을계룡리슈빌
10957,상부목련아파트(2동)
10958,상부목련아파트(3동)
10959,상부목련아파트(5동)
10960,신원1차
10961,신원2차
10962,용인포곡삼성쉐르빌
10963,인정멜로디
10964,계수마을수목원우림필유
10965,재원(106동)
10966,재원(107동)
10967,진형월드
10968,현대그린(102동)
10969,현대그린(103동)
10970,현대그린(106동)
10971,베네치아빌리지
10972,수성
10973,조양아파트(6차)
10974,신양빌리지(A동)
10975,영광(101동)
10976,대원칸타빌1
10977,래미안에버하임
10978,반도보라빌리지1
10979,반도보라빌리지2
10980,우미린
10981,의왕내손e편한세상
10982,의왕상록
10983,인덕원 센트럴 자이 1단지
10984,인덕원 센트럴 자이 2단지
10985,대우장미
10986,백두킹스빌
10987,보령아파트
10988,부곡꿈마을
10989,부곡대우이안
10990,삼신8차
10991,삼호한아름1차(101동)
10992,삼호한아름2차(201동)
10993,새천년미주
10994,신광월드3차
10995,신우(A)
10996,연화(A동)
10997,영동아파트
10998,우성2차아파트
10999,우성5차
11000,우성6차
11001,운양까치
11002,효성청솔
11003,개나리쌍용
11004,국화뉴서울
11005,금호장미
11006,남양모란
11007,대명구름채
11008,대명솔채
11009,동남(라동)
11010,동백아파트
11011,모락산현대
11012,목련풍림
11013,목화케이티이자리에
11014,무궁화선경
11015,민들레베스파트
11016,백합벽산
11017,삼성미도(봉선화)
11018,삼신7차
11019,삼신9차
11020,삼호백조
11021,성원1차이화
11022,성원2차이화
11023,신미주해당화
11024,신안(3동)
11025,신안1단지(1동2동)
11026,신원수선화
11027,우림프라자
11028,의왕모락산동문굿모닝힐
11029,진달래(LG)
11030,현지
11031,솔거
11032,인스빌1단지
11033,인스빌2단지
11034,포은
11035,휴먼시아청계마을(1단지)
11036,휴먼시아청계마을(2단지)
11037,휴먼시아청계마을(4단지)
11038,동부새롬
11039,두산위브호수마을2단지
11040,위브호수마을1단지
11041,인덕원대우푸른마을(2차)
11042,인덕원동아에코빌
11043,인덕원삼호
11044,인덕원숲속마을3단지
11045,인덕원숲속마을4단지
11046,인덕원숲속마을5단지
11047,한일나래
11048,가재울일신건영휴먼빌
11049,금광포란재이너스
11050,녹양2차동원아파트
11051,동일수정
11052,문화늘푸른
11053,브라운스톤흥선
11054,오성이큐빌
11055,유성벨로스
11056,금오2차신도브래뉴업
11057,금오주공그린빌1
11058,금오주공그린빌3
11059,신도브래뉴1차
11060,아남주상복합
11061,케이에스씨
11062,파스텔
11063,녹양힐스테이트
11064,신도9
11065,휴먼시아(3단지)
11066,휴먼시아(4단지)
11067,민락e-편한세상
11068,민락센트럴15단지
11069,민락센트럴17단지
11070,산들마을(길훈)
11071,산들마을(서광)
11072,산들마을(신안)
11073,산들마을(청구)
11074,산들마을(현대)
11075,산들마을4단지아이파크
11076,송산대우푸르지오
11077,송산리버빌아파트
11078,송산센트럴아파트
11079,송산주공4단지
11080,송산주공6단지
11081,송산팰리스
11082,극동스타클래스
11083,금오풍림
11084,드림밸리
11085,벽산조합
11086,부용
11087,산호클래식
11088,삼도세라믹
11089,삼성래미안진흥
11090,상록아이파크
11091,신곡건영
11092,신곡동신
11093,신곡동현진에버빌
11094,신곡서해
11095,신곡신일2
11096,신곡주공4
11097,신곡현대
11098,신명스카이뷰-2
11099,신성2
11100,신일1
11101,장암동신
11102,장암주공5
11103,장암한국
11104,장암현대1
11105,장암현대2
11106,추동
11107,파크힐(132-2)
11108,송산주공1단지
11109,신도10차파크힐타운
11110,신도브래뉴지역주택조합
11111,용현동건영캐스빌
11112,용현동신도브래뉴PLUS
11113,용현세아1차
11114,용현세아2차
11115,용현주공
11116,용현현대1차
11117,용현현대2차
11118,다솜프라임
11119,대봉그린아파트
11120,대봉그린아파트B
11121,디에스타워
11122,로즈데일
11123,맥스타워
11124,미리온타워
11125,비비르파크
11126,신도3
11127,신도아크라티움
11128,신한헤스티아
11129,아이비타워
11130,아토팰리스
11131,예체뜰안
11132,우미쁘띠린1차
11133,우미쁘띠린2차
11134,젠하우트(482-3)
11135,토암비체
11136,한라비발디루트
11137,한솔그랑빌B
11138,해뜨는마을
11139,수락리버시티1단지
11140,수락리버시티2단지
11141,신곡우성
11142,장암1차푸르지오
11143,장암2차푸르지오
11144,장암주공2
11145,장암주공7
11146,I-PARK
11147,뉴삼익호원2
11148,뉴익호원가든3
11149,성호(443-0)
11150,신도101
11151,신도4
11152,신도5
11153,신도6
11154,신도6-1
11155,신도7
11156,신일엘리시움
11157,신일유토빌플러스
11158,하늘빛(덕림)
11159,한아름월드
11160,한주1
11161,한주3
11162,한주4
11163,한주5
11164,호원가든1
11165,호원동한승미메이드
11166,호원두산
11167,호원풍림
11168,회룡역풍림아이원
11169,회룡한주6차
11170,흥화브라운
11171,갈산동현진에버빌
11172,갈산화성파크드림
11173,보은
11174,설봉1차푸르지오
11175,큰산
11176,지엠하이빌
11177,대원새설봉
11178,문성홈아트(A동)
11179,산호1
11180,설봉
11181,사동6현대
11182,사동리현대아이파크
11183,삼진1동
11184,삼진2
11185,삼진3
11186,삼진5
11187,장미2동
11188,천호6
11189,삼원엑스포
11190,덕평로얄
11191,건일
11192,모전리현대
11193,현광
11194,효양
11195,신지
11196,거평
11197,로얄1동
11198,로얄2동
11199,유승(487-9)
11200,쁘띠안
11201,신일해피트리앤
11202,은강훼미리
11203,현대성우오스타1단지
11204,현대성우오스타2단지
11205,현대성우오스타3단지
11206,현대성우오스타4단지
11207,이화1차
11208,이화2차
11209,주은다솜
11210,이천2차현진에버빌
11211,수림1차
11212,수림2차
11213,신일1차
11214,신일2차
11215,현진에버빌1차
11216,대신푸른마을
11217,수광엘리시움
11218,신둔반석아르미
11219,안흥주공
11220,상호1
11221,상호2
11222,삼진동산
11223,송전더존빌
11224,장호원코아루1단지
11225,장호원코아루2단지
11226,고려중리
11227,대원1
11228,이천라온팰리스
11229,이천현대홈타운
11230,대림휴먼빌
11231,대호3
11232,부악
11233,설봉2차푸르지오
11234,증포동한솔솔파크
11235,증포동한솔솔파크2차
11236,증포동한솔솔파크3
11237,고려1
11238,대원2차
11239,대원3차A동
11240,대원3차B동
11241,대원4
11242,대호1
11243,대호2
11244,조명
11245,창전
11246,청자국민주택
11247,타미나홈스
11248,한솔스파빌(102)
11249,"현대2(201동,202동)"
11250,현대2(203동)
11251,이천내안애
11252,성원포레스타운(130-8)
11253,유승
11254,동신라메르
11255,강실(197-13)
11256,동양부로미(196-2)
11257,장안6흰돌마을(199-6)
11258,건일장미(228-1)
11259,"경신그린아파트101동-104동,상가동"
11260,금촌주공7단지(1019-0)
11261,금촌타워(52-39)
11262,대방노블랜드(1015-0)
11263,동문1(11-7)
11264,동문2차아파트501동
11265,동문3차
11266,동현(781-2)
11267,두보1(234-8)
11268,두보2(234-20)
11269,두보3(234-22)
11270,삼산(399-1)
11271,새꽃마을1단지뜨란채(972-0)
11272,쇠재마을1단지풍림아이원(1008-0)
11273,쇠재마을5단지뜨란채주공
11274,영진홈타워(940-5)
11275,장미1(230-1)
11276,장미2(230-2)
11277,장미3(233-6)
11278,장미8(255-5)
11279,장미아파트601동
11280,장안7밀레니엄(792-1)
11281,장안귀빈(769-5)
11282,장안미래(51-49)
11283,장안하나(951-5)
11284,주공(922-0)
11285,한일유앤아이1차(1014-0)
11286,한일유앤아이2차(1014-1)
11287,홍우(768-1)
11288,후곡마을1단지중앙하이츠(997-0)
11289,후곡마을4단지뜨란채주공
11290,후곡마을6단지주공
11291,청석마을8단지동문굿모닝힐
11292,청석마을9단지대원효성
11293,숲속길마을6단지동문굿모닝힐
11294,숲속길마을7단지월드메르디앙센트럴파크
11295,책향기마을10단지동문굿모닝힐(1698)
11296,책향기마을11단지신동아파밀리에
11297,책향기마을12단지진흥효자
11298,책향기마을14단지우남퍼스트빌(1711)
11299,책향기마을15단지상록데시앙
11300,한울마을2단지운정벽산블루밍아파트
11301,한울마을7단지삼부르네상스
11302,산내마을11단지현대아이파크
11303,산내마을6단지한라비발디
11304,산내마을8단지월드메르디앙(114-37)
11305,해솔마을1단지두산위브(647)
11306,해솔마을2단지월드메르디앙(2-117)
11307,해솔마을3단지운정현대
11308,해솔마을4단지벽산우남연리지(667)
11309,해솔마을5단지삼부르네상스(679)
11310,숲속길마을동문굿모닝힐(560)
11311,당동주공2단지
11312,문산세성
11313,세아산호(92-4)
11314,자연앤꿈에그린5단지아파트
11315,자연앤꿈에그린6단지아파트
11316,파주힐스테이트1차
11317,파주힐스테이트2차
11318,효형
11319,문산주공
11320,문산호수
11321,미림
11322,장안8차
11323,청도훼미리맨션
11324,문산선유4단지휴먼시아
11325,선유주공
11326,양우내안애1단지
11327,양우내안애2단지
11328,양우내안애3단지
11329,진흥소슬마을
11330,한진2차
11331,동원주택
11332,안산율곡2차
11333,율곡3차
11334,"무궁화APT<1동,2동>"
11335,신안실크밸리1차(897-0)
11336,신안실크밸리2차(900-0)
11337,장안(미우)5(339-0)
11338,장안빌라트(328-52)
11339,장안초원1(329-6)
11340,장안초원2(328-49)
11341,파라다이스(275-9)
11342,팜스프링(283-0)
11343,운정아모리움
11344,한빛마을1단지한라비발디
11345,한빛마을2단지휴먼빌
11346,한빛마을3단지아이파크
11347,한빛마을5단지캐슬앤칸타빌
11348,대방노블랜드(587-0)
11349,가람마을10단지월드메르디앙(1356)
11350,가람마을11단지동문굿모닝힐(1368)
11351,가람마을1단지벽산한라(1308)
11352,가람마을3단지동문굿모닝힐
11353,가람마을4단지한양수자인
11354,가람마을7단지한라비발디
11355,가람마을8단지동문굿모닝힐
11356,가람마을9단지남양휴튼(1344)
11357,세광(637-1)
11358,삼산그린빌라(41-6)
11359,그린시티동문(218-0)
11360,한라비발디(992-1)
11361,강실(157-4)
11362,대화무궁화(157-1)
11363,동원(157-18)
11364,미림(237-1)
11365,봉일천2차동문아파트
11366,봉일천프린스(158-2)
11367,성원(156-1)
11368,성호(125-22)
11369,성호2파크힐(259-2)
11370,송촌토파즈(13-15)
11371,윤창(237-5)
11372,태양(157-40)
11373,태형내산마을(262-0)
11374,태형미림(262-23)
11375,파주푸르지오(269-0)
11376,유승앙부와즈2단지(1787-0)
11377,유승앙브와즈1단지(1789-0)
11378,동광모닝스카이
11379,평택영화블렌하임
11380,군문주공2
11381,평택군문1단지주공아파트
11382,대옥
11383,삼익사이버
11384,SK비전
11385,덕동마을신일유토빌
11386,동성한아름
11387,동성효성
11388,동아동백
11389,동아모란
11390,동아목련
11391,동아백합
11392,명진비전파크
11393,문화
11394,비전경남아너스빌
11395,비전롯데캐슬
11396,비전현대
11397,솔매마을한일유앤아이
11398,시대코아
11399,시대한우리
11400,신명나리
11401,신세계타운
11402,엘지덕동
11403,외기노조
11404,윤중수신제가
11405,태산신그린
11406,평택
11407,평택센트럴해링턴플레이스
11408,평택진우
11409,현대이화
11410,대옥3
11411,대옥5
11412,대옥7
11413,동산1
11414,동산2
11415,세경1
11416,세경2
11417,청천
11418,평택the#
11419,평택서정동롯데캐슬
11420,매봉
11421,부영1
11422,세용
11423,우성꿈그린
11424,청실보성
11425,태영청솔
11426,현대향촌
11427,평택소사에스케이뷰
11428,삼보데파트
11429,일신가든
11430,한도
11431,"신창(1동,2동,3동)"
11432,늘푸른사랑마을
11433,동신사랑마을
11434,동신아름마을
11435,동신행복마을
11436,동환
11437,서광미소마을
11438,안중우림필유골드154
11439,해동마을삼익참드림
11440,현대(824-5)
11441,화현마을우림필유
11442,용이반도유보라
11443,평택용이2차푸르지오
11444,미주3(이충)
11445,우미이노스빌5차
11446,이충동부영1단지
11447,이충동부영2단지
11448,이충동부영3단지
11449,이충이-편한세상
11450,정암마을뜨란채
11451,현대(이충)
11452,휴먼시아추담마을
11453,우미이노스빌1차
11454,우미이노스빌2차
11455,우미이노스빌3차
11456,제일하이빌1차
11457,제일하이빌2차
11458,한국아델리움
11459,효명
11460,평택장안마을코오롱하늘채
11461,건영(지산)
11462,미주(지산1091)
11463,미주2(지산1134)
11464,아침마을
11465,지산코아루
11466,케이씨씨스위첸
11467,한양청솔
11468,현대(지산)
11469,서원양지마을
11470,화영그린
11471,서원아파트
11472,한승아파트
11473,유승한내들
11474,청북풍림아이원
11475,평택청북이안아파트
11476,동광
11477,부원편한세상
11478,신명보람
11479,수청맨션
11480,서경
11481,송화지구우미이노스빌
11482,진광무지개
11483,성두
11484,롯데인벤스스카이
11485,성환
11486,세문
11487,명지미래힐1단지
11488,명지미래힐2단지
11489,모아미래도1차
11490,모아미래도2차
11491,지예타워Ⅲ
11492,포승삼부르네상스1단지
11493,포승삼부르네상스2단지
11494,반도보라빌
11495,한라파인빌(구한라공조사원아파트)
11496,(975-2)
11497,SKVIEW1단지
11498,SKVIEW2단지
11499,SK합정
11500,대옥한미8
11501,대옥한미9
11502,로얄빌
11503,로얄시티
11504,바우
11505,성동
11506,엘라시티
11507,참이슬
11508,평일
11509,우경
11510,"영흥(가,나,다)"
11511,"한일(A,B)"
11512,세창선단마을
11513,금용로얄
11514,"금용로얄(203,204동)"
11515,"금용로얄(305,306동)"
11516,석향마을대방노블랜드
11517,송천마을
11518,원일5차
11519,원일산호
11520,원일산호2
11521,원일산호3
11522,전원우정아파트
11523,태봉마을
11524,상운
11525,골든주택
11526,코스미
11527,포미재
11528,신포천
11529,후레쉬빌
11530,극동1차스타클래스아파트1단지
11531,극동1차스타클래스아파트2단지
11532,백자타운빌
11533,예준아트빌
11534,유한
11535,포천극동2차스타클래스
11536,동영
11537,리버
11538,원풍
11539,일동기산베스트빌
11540,가화만사성
11541,다일네오빌
11542,대동피렌체
11543,덕풍쌍용
11544,덕풍현대
11545,정목e-미지빌아파트
11546,진모루마을현대
11547,풍산삼부르네상스
11548,하남자이
11549,하남풍산센트레빌
11550,하남풍산아이파크(1단지)
11551,하남풍산아이파크(5단지)
11552,하남한솔솔파크
11553,한솔리치빌(1단지)
11554,한솔리치빌(2단지)
11555,한솔리치빌(3단지)
11556,한솔리치빌(5단지)
11557,대명강변타운
11558,명지캐럿(108동)
11559,백송한신
11560,백조현대
11561,에코타운(A블럭)
11562,에코타운(B블럭)
11563,에코타운(C블럭)
11564,진도로르빌
11565,하남
11566,하남두산위브파크
11567,하남석바대마을동신
11568,해오름한국
11569,꿈동산신안
11570,은행한신아파트
11571,창우마을
11572,삼성래미안1차
11573,신동탄푸르지오
11574,행복마을 참누리 에듀파크(101동-113동)
11575,행복마을 참누리 에듀파크(114동-120동)
11576,광도와이드빌
11577,기안마을풍성신미주
11578,우림그린빌리지
11579,파인팰리스
11580,평생플러스빌
11581,남양아이파크
11582,남양우림
11583,남양우림필유
11584,남양해오름
11585,보라
11586,시화아파트
11587,푸르뫼금강에스쁘아
11588,기산베스트빌
11589,대광파인밸리골드
11590,능동마을이지더원
11591,동탄숲속마을 광명메이루즈
11592,동탄숲속마을 능동역 리체 더 포레스트
11593,동탄숲속마을 모아미래도1단지
11594,동탄숲속마을모아미래도2단지
11595,동탄숲속마을자연앤경남아너스빌(1115-0)
11596,동탄숲속마을자연앤경남아너스빌(1124-0)
11597,동탄푸른마을신일해피트리
11598,서동탄역우남퍼스트빌아파트
11599,에스원스마트빌
11600,자연앤데시앙
11601,포스코더샵2차
11602,푸른마을두산위브
11603,푸른마을모아미래도
11604,백상화인빌
11605,삼미A단지
11606,삼미B단지
11607,METAPOLIS
11608,나루마을신도브래뉴
11609,나루마을월드메르디앙반도유보라
11610,나루마을한화꿈에그린
11611,나루마을한화꿈에그린우림필유
11612,동탄나루마을동탄역U.BORA여울숲1.0
11613,동탄스카이뷰빌딩
11614,동탄시범다은마을 메타역 롯데캐슬
11615,동탄시범다은마을 월드메르디앙 반도유보라
11616,동탄시범다은마을센트럴파크뷰
11617,동탄에스원센트로빌
11618,동탄위버폴리스
11619,동탄파라곤
11620,동탄파라곤II
11621,동탄플래티넘
11622,동탄하이페리온
11623,서해더블루(106-7)
11624,서해더블루(90-2)
11625,서해더블루(93-8)
11626,센트럴S타운
11627,솔빛마을경남아너스빌
11628,솔빛마을서해그랑블
11629,솔빛마을신도브래뉴
11630,솔빛마을쌍용예가
11631,시범다은마을삼성래미안
11632,시범다은마을우남퍼스트빌
11633,시범다은마을포스코더샵
11634,시범한빛마을금호어울림
11635,시범한빛마을동탄아이파크
11636,시범한빛마을삼부르네상스
11637,시범한빛마을케이씨씨스위첸
11638,시범한빛마을한화꿈에그린
11639,반달마을두산위브1단지
11640,반달마을두산위브2단지
11641,반달마을푸르지오
11642,삼성래미안2차
11643,신영통현대1차
11644,신영통현대2차
11645,신영통현대3차
11646,신영통현대4차
11647,경기
11648,구봉마을우남퍼스트빌
11649,남수원두산
11650,느치미마을2단지
11651,느치미마을주공뜨란채3단지
11652,다정마을신한에스빌1차
11653,다정마을신한에스빌2차
11654,대창
11655,병점성호
11656,병점역SK뷰아파트
11657,병점역센트럴허브시티
11658,병점역에듀포레
11659,병점역우남퍼스트빌3차
11660,병점역한일타운
11661,병점역효성해링턴플레이스
11662,병점임광그대가
11663,안화동마을우남퍼스트빌
11664,안화동마을주공5단지
11665,안화동마을주공7단지
11666,안화동마을주공9단지
11667,정든마을신창2차
11668,동화마을동일하이빌
11669,신일우남클래식타운
11670,휴먼시아동화마을(6단지)
11671,휴먼시아동화마을5단지
11672,청운마을신안인스빌
11673,호수마을동문굿모닝힐
11674,푸른들미101동
11675,푸른들미102동
11676,푸른들미103동
11677,수정마을동남메리트
11678,양지마을쌍용예가
11679,한울마을신창비바패밀리1단지
11680,한울마을신창비바패밀리2단지
11681,다온마을쌍용스윗닷홈
11682,동보와우리아파트
11683,봉담그대가3단지
11684,봉담아이파크
11685,봉담휴먼빌
11686,수성효성
11687,신일해피트리2차
11688,해오름마을봉담그대가1단지
11689,해오름마을봉담그대가2단지
11690,봉담베스트빌
11691,만석주상아파트
11692,천산스카이빌
11693,우미린제일풍경채
11694,솔뫼마을한승미메이드
11695,신현대1차
11696,신현대2차
11697,우남블루존
11698,효일목화
11699,송산
11700,포도마을코스코밸리
11701,남산마을청광플러스원
11702,남수원현대
11703,병점역동문굿모닝힐
11704,병점역성호플레르빌
11705,아름마을신한미지엔
11706,동탄퍼스트파크
11707,동탄역 신미주
11708,미성102
11709,미성고층
11710,신태영(아)
11711,화성조암한라비발디
11712,진명103동
11713,장안아파트
11714,근형심포니
11715,동남훼미리
11716,월드메르디앙1단지
11717,월드메르디앙2단지
11718,진안골마을주공10단지
11719,진안골마을주공11단지
11720,진안파크자이아파트
11721,화남(506-0)
11722,발안마을주공
11723,향남제약공단근로자
11724,가림A동
11725,가림B동
11726,가림C동
11727,가림D동
11728,동구세인트빌
11729,신양1
11730,신양고층
11731,장짐마을신성발안2차미소지움A
11732,장짐마을신성발안미소지움
11733,살구꽃마을대방노블랜드
11734,살구꽃마을제일오투그란데
11735,한일베라체
11736,향남살구꽃마을화성파크드림
11737,향남시범넓은들마을에일린의뜰
11738,향남시범넓은마을향남지웰2차
11739,향남시범살구꽃마을풍림아이원
11740,향남지구우미린아파트
11741,화성향남시범넓은들마을신명스카이뷰
11742,화성향남시범복사꽃마을상록하늘채아파
11743,화성향남시범복사꽃마을한국아델리
11744,송안
11745,에코
11746,효신(102동)
11747,북한강코아루
11748,청일
11749,청일덱스빌(2동)
11750,청일덱스빌3동
11751,현진라벨메종
11752,더퍼스트프라임
11753,허스(151)
11754,도래울센트럴더포레
11755,삼송스타클래스
11756,동원(407-9)
11757,거보플러스(585-6)
11758,거보플러스(A)
11759,나라블루팰리스
11760,동원(580-11)
11761,영흥
11762,백제1차APT
11763,에이스빌
11764,청보APT
11765,위시티휴먼빌
11766,금반석시티1차(158-854)
11767,프리미어
11768,B.J빌(101동)
11769,(625-0)
11770,SK시티하우스
11771,골든빌리지
11772,광명
11773,구리태영데시앙
11774,그린하우스
11775,다성2차
11776,대우A
11777,대우APT
11778,동진타운빌
11779,두원세라믹
11780,리라하이텔
11781,성경(626-18)
11782,성경훼밀리
11783,성화
11784,쌍용(623)
11785,평화노블레스
11786,하이빌
11787,노엘하이빌101동
11788,동흥
11789,신동흥101동
11790,신동흥105동
11791,이건필그린(633-1)
11792,인창풍림아이원
11793,포스필아파트(101동)
11794,경아
11795,기오7
11796,삼화(101동)
11797,삼화(102동)
11798,성균
11799,주영리치빌
11800,태광처음빛
11801,삼성마을시티프라디움(3단지)
11802,신원(836-9)
11803,Park30
11804,거성에이플104동
11805,당정동동도센트리움
11806,당정마을누리에뜰(101동)
11807,당정마을누리에뜰(102동)
11808,당정마을누리에뜰(107동)
11809,뷰티C동
11810,오르난자연애
11811,남경(16-2)
11812,천봉프라자
11813,삼성마을2단지
11814,삼성마을센트럴파크
11815,산본동개성하이뷰
11816,세경싸이버빌(101)
11817,세경싸이버빌(102)
11818,김포고촌우방아이유쉘
11819,한강 힐스테이트
11820,풍경마을래미안한강2차
11821,한강신도시롯데캐슬
11822,거환
11823,신대림
11824,신대림(1동)
11825,화창
11826,부영애시앙
11827,성창빌라트
11828,양지A동
11829,모아미래도아파트
11830,별내유승한내들이노스타
11831,우송2
11832,일성맨션
11833,현대-2
11834,신진
11835,퇴계원힐스테이트
11836,대진아파트
11837,브라운스톤동두천
11838,태양아파트(2동)
11839,혜성1차(791-10)
11840,화성아파트6차
11841,상우(411-2)
11842,서전
11843,천경(388-13)
11844,한아름1차다동
11845,현대5차
11846,계남랑데뷰
11847,주영홈타운103동
11848,해마루플러스
11849,가온팰리스
11850,다온하브
11851,레미안블루
11852,부천역푸르지오시티
11853,에코스마트3
11854,옥성
11855,태강1동
11856,부천심곡파라곤APT
11857,삼성하이츠APT
11858,"성주(1,2동)"
11859,대진2단지
11860,동화프리미아(104-6)
